municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Horcajo de la Sierra-Aoslos;2020/08/11 09:31:00;;0;;0;;2758,62;702
Hoyo de Manzanares;2020/08/11 09:31:00;;11,86;;47,43;57;675,84;724
Humanes de Madrid;2020/08/11 09:31:00;5;25,33;18;91,17;180;911,72;730
Leganés;2020/08/11 09:31:00;54;28,44;173;91,12;3722;1960,38;745
Loeches;2020/08/11 09:31:00;;45,5;9;102,38;65;739,39;758
Lozoya;2020/08/11 09:31:00;;0;;0;;172,12;761
Majadahonda;2020/08/11 09:31:00;41;57,08;113;157,32;788;1097,1;800
Manzanares El Real;2020/08/11 09:31:00;;33,94;6;67,87;56;633,48;822
Meco;2020/08/11 09:31:00;;13,98;5;34,95;160;1118,49;838
Mejorada del Campo;2020/08/11 09:31:00;;17,19;20;85,93;216;928,07;843
Miraflores de la Sierra;2020/08/11 09:31:00;;32,74;5;81,86;44;720,37;856
El Molar;2020/08/11 09:31:00;;11,19;;33,56;47;525,84;869
Los Molinos;2020/08/11 09:31:00;;45,57;5;113,92;65;1480,98;875
Montejo de la Sierra;2020/08/11 09:31:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/08/11 09:31:00;;0;;19,47;31;603,58;894
Moralzarzal;2020/08/11 09:31:00;;0;;15,35;90;690,93;908
Morata de Tajuña;2020/08/11 09:31:00;;0;;26,03;119;1548,87;915
Móstoles;2020/08/11 09:31:00;100;47,8;437;208,91;3013;1440,36;920
Navacerrada;2020/08/11 09:31:00;;0;;0;26;874,83;936
Navalafuente;2020/08/11 09:31:00;;0;;0;8;552,1;941
Navalagamella;2020/08/11 09:31:00;;0;;76,63;10;383,14;954
Navalcarnero;2020/08/11 09:31:00;;10,24;24;81,92;251;856,71;967
Navarredonda y San Mamés;2020/08/11 09:31:00;;0;;0;;775,19;973
Navas del Rey;2020/08/11 09:31:00;;0;;102,81;86;2947,22;992
Madrid-Centro;2020/08/11 09:31:00;61;45,24;187;138,67;1603;1188,75;79601
Madrid-Arganzuela;2020/08/11 09:31:00;49;31,86;173;112,48;2077;1350,43;79602
Madrid-Retiro;2020/08/11 09:31:00;41;34,36;131;109,79;1921;1610;79603
Madrid-Salamanca;2020/08/11 09:31:00;53;36,28;134;91,72;2002;1370,26;79604
Madrid-Chamartín;2020/08/11 09:31:00;39;26,74;112;76,79;2032;1393,22;79605
Madrid-Tetuán;2020/08/11 09:31:00;54;34,17;163;103,15;2488;1574,45;79606
Madrid-Chamberí;2020/08/11 09:31:00;29;20,81;109;78,2;1970;1413,41;79607
Madrid-Fuencarral-El Pardo;2020/08/11 09:31:00;67;27,24;192;78,07;3659;1487,77;79608
Madrid-Moncloa-Aravaca;2020/08/11 09:31:00;23;19,26;109;91,28;1793;1501,44;79609
Madrid-Latina;2020/08/11 09:31:00;105;44,08;325;136,43;3585;1504,92;79610
Madrid-Carabanchel;2020/08/11 09:31:00;123;48,6;538;212,57;3689;1457,53;79611
Madrid-Usera;2020/08/11 09:31:00;93;66,55;455;325,6;2067;1479,17;79612
Madrid-Puente de Vallecas;2020/08/11 09:31:00;173;73,66;454;193,31;3997;1701,89;79613
Madrid-Moratalaz;2020/08/11 09:31:00;44;46,53;103;108,91;1675;1771,17;79614
Madrid-Ciudad Lineal;2020/08/11 09:31:00;91;42,07;276;127,61;2871;1327,42;79615
Madrid-Hortaleza;2020/08/11 09:31:00;57;30,29;152;80,77;2303;1223,78;79616
Madrid-Villaverde;2020/08/11 09:31:00;75;50,35;337;226,26;2037;1367,61;79617
Madrid-Villa de Vallecas;2020/08/11 09:31:00;54;48,93;113;102,39;1474;1335,57;79618
Madrid-Vicálvaro;2020/08/11 09:31:00;24;33,29;84;116,52;1064;1475,91;79619
Madrid-San Blas - Canillejas;2020/08/11 09:31:00;62;39,21;160;101,17;1875;1185,64;79620
Madrid-Barajas;2020/08/11 09:31:00;19;38,82;41;83,77;539;1101,24;79621
La Acebeda;2020/08/04 09:58:00;;0;;0;;0;
El Atazar;2020/08/04 09:58:00;;0;;0;;0;
Villavieja del Lozoya;2020/08/04 09:58:00;;0;;0;;0;
Prádena del Rincón;2020/08/04 09:58:00;;0;;0;;0;
Puebla de la Sierra;2020/08/04 09:58:00;;0;;0;;0;
Robregordo;2020/08/04 09:58:00;;0;;0;;0;
Pinilla del Valle;2020/08/04 09:58:00;;0;;0;;0;
Alameda del Valle;2020/08/04 09:58:00;;0;;0;;0;
Gascones;2020/08/04 09:58:00;;0;;0;;0;
Madarcos;2020/08/04 09:58:00;;0;;0;;0;
Valdepiélagos;2020/08/04 09:58:00;;0;;0;;0;
Horcajuelo de la Sierra;2020/08/04 09:58:00;;0;;0;;0;
Piñuécar-Gandullas;2020/08/04 09:58:00;;0;;0;;0;
Pozuelo de Alarcón;2020/08/04 09:58:00;26;30,08;59;68,27;945;1093,47;1150
San Agustín del Guadalix;2020/08/04 09:58:00;5;37,37;9;67,27;106;792,29;1296
Las Rozas de Madrid;2020/08/04 09:58:00;24;25,05;30;31,31;945;986,29;1277
Valdaracete;2020/08/04 09:58:00;;0;;0;7;1149,43;1551
Pozuelo del Rey;2020/08/04 09:58:00;;87,18;;87,18;5;435,92;1163
Ajalvir;2020/08/04 09:58:00;;0;;0;37;785,23;29
Perales de Tajuña;2020/08/04 09:58:00;;34,07;;34,07;14;477;1104
Valdemorillo;2020/08/04 09:58:00;;31,95;6;47,93;60;479,31;1603
Velilla de San Antonio;2020/08/04 09:58:00;;24,52;6;49,04;87;711,02;1678
Villanueva de la Cañada;2020/08/04 09:58:00;;4,66;5;23,32;182;848,68;1760
Villanueva del Pardillo;2020/08/04 09:58:00;6;34,92;13;75,67;128;745,05;1776
Nuevo Baztán;2020/08/04 09:58:00;;47,8;;63,73;39;621,41;1006
Villamantilla;2020/08/04 09:58:00;;0;;0;8;555,17;1757
Villamanta;2020/08/04 09:58:00;;0;;0;17;665,36;1744
El Álamo;2020/08/04 09:58:00;;0;5;52,8;115;1214,36;40
Puentes Viejas;2020/08/04 09:58:00;;0;;0;;294,55;9020
Santorcaz;2020/08/04 09:58:00;;0;;0;8;902,93;1369
Venturada;2020/08/04 09:58:00;;0;;0;;138,7;1697
Alcalá de Henares;2020/08/04 09:58:00;33;16,87;83;42,42;2665;1362,13;53
Valdemaqueda;2020/08/04 09:58:00;;0;;0;5;640,2;1599
Olmeda de las Fuentes;2020/08/04 09:58:00;;0;;0;;1149,43;1013
Pinto;2020/08/04 09:58:00;;5,71;7;13,33;383;729,16;1132
Los Santos de la Humosa;2020/08/04 09:58:00;;0;;77,22;23;888,03;1375
Alcobendas;2020/08/04 09:58:00;40;34,18;71;60,66;1021;872,35;66
Pelayos de la Presa;2020/08/04 09:58:00;;0;;0;21;808,94;1090
Alcorcón;2020/08/04 09:58:00;39;22,87;74;43,4;2095;1228,64;72
Talamanca de Jarama;2020/08/04 09:58:00;;0;;0;68;1763,03;1454
San Lorenzo de El Escorial;2020/08/04 09:58:00;;10,89;10;54,44;163;887,36;1317
San Martín de la Vega;2020/08/04 09:58:00;9;46,95;10;52,16;122;636,41;1322
Parla;2020/08/04 09:58:00;32;24,59;44;33,81;912;700,87;1065
Aldea del Fresno;2020/08/04 09:58:00;;0;;70,47;65;2290,35;88
Torremocha de Jarama;2020/08/04 09:58:00;;0;;0;14;1373,9;1533
Algete;2020/08/04 09:58:00;;9,7;8;38,81;151;732,62;91
Soto del Real;2020/08/04 09:58:00;;11,36;;22,73;85;966,02;1441
Valverde de Alcalá;2020/08/04 09:58:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/08/04 09:58:00;;0;;0;11;265,96;1625
Valdeavero;2020/08/04 09:58:00;;0;;0;10;643,5;1564
Villamanrique de Tajo;2020/08/04 09:58:00;;0;;0;;568,99;1739
Valdilecha;2020/08/04 09:58:00;;68,19;;68,19;28;954,65;1659
Pezuela de las Torres;2020/08/04 09:58:00;;0;;0;;237,53;1111
Alpedrete;2020/08/04 09:58:00;;27,44;7;48,03;163;1118,35;105
Villar del Olmo;2020/08/04 09:58:00;;0;;0;7;348,09;1795
San Martín de Valdeiglesias;2020/08/04 09:58:00;;23,64;;35,47;126;1489,54;1338
Torrelodones;2020/08/04 09:58:00;;4,22;5;21,08;371;1564,28;1527
Torrejón de Velasco;2020/08/04 09:58:00;;0;;0;27;616,16;1505
Ambite;2020/08/04 09:58:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/08/04 09:58:00;;0;;0;5;319,9;1782
Tielmes;2020/08/04 09:58:00;;0;;0;37;1396,23;1467
San Sebastián de los Reyes;2020/08/04 09:58:00;17;19,04;38;42,56;696;779,6;1343
Torrejón de la Calzada;2020/08/04 09:58:00;;45,09;5;56,36;50;563,57;1492
Zarzalejo;2020/08/04 09:58:00;;0;;60,31;45;2714,11;1837
Anchuelo;2020/08/04 09:58:00;;0;;0;9;708,1;127
Valdelaguna;2020/08/04 09:58:00;;0;;0;;106,72;1570
Aranjuez;2020/08/04 09:58:00;10;16,78;14;23,49;526;882,45;133
Paracuellos de Jarama;2020/08/04 09:58:00;6;23,74;15;59,36;108;427,4;1049
El Vellón;2020/08/04 09:58:00;;0;;0;14;715,02;1684
Sevilla la Nueva;2020/08/04 09:58:00;;21,46;;21,46;163;1749,3;1415
Redueña;2020/08/04 09:58:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/08/04 09:58:00;;0;;0;;1250;1245
La Serna del Monte;2020/08/04 09:58:00;;0;;1234,57;;1234,57;1381
Arganda del Rey;2020/08/04 09:58:00;16;28,89;27;48,75;444;801,6;148
Rozas de Puerto Real;2020/08/04 09:58:00;;0;;0;5;943,4;1283
Valdemanco;2020/08/04 09:58:00;;0;;0;;218,82;1586
Arroyomolinos;2020/08/04 09:58:00;9;28,67;23;73,26;227;723,02;151
Titulcia;2020/08/04 09:58:00;;0;;0;10;761,61;1473
Villa del Prado;2020/08/04 09:58:00;;0;;0;137;2101,23;1718
Lozoyuela-Navas-Sieteiglesias;2020/08/04 09:58:00;;0;;0;;307,93;9015
Quijorna;2020/08/04 09:58:00;;58,16;;58,16;37;1075,89;1198
Valdemoro;2020/08/04 09:58:00;5;6,58;13;17,11;928;1221,33;1610
Tres Cantos;2020/08/04 09:58:00;14;29,34;23;48,2;496;1039,35;9036
Torrelaguna;2020/08/04 09:58:00;;0;;0;27;567,23;1512
Rivas-Vaciamadrid;2020/08/04 09:58:00;8;9,08;20;22,69;665;754,4;1230
Pedrezuela;2020/08/04 09:58:00;;0;;50,92;42;712,83;1087
Santa María de la Alameda;2020/08/04 09:58:00;;0;;0;7;558,21;1356
Villarejo de Salvanés;2020/08/04 09:58:00;;13,63;;27,27;47;640,76;1809
Serranillos del Valle;2020/08/04 09:58:00;;0;;24,01;40;960,38;1408
Villaviciosa de Odón;2020/08/04 09:58:00;;10,78;;14,37;248;890,96;1816
Batres;2020/08/04 09:58:00;;0;;0;10;593,82;170
Robledo de Chavela;2020/08/04 09:58:00;;0;;0;30;702,58;1258
Patones;2020/08/04 09:58:00;;0;;0;16;2957,49;1071
Rascafría;2020/08/04 09:58:00;;0;;0;7;420,67;1202
San Fernando de Henares;2020/08/04 09:58:00;5;12,68;10;25,36;464;1176,71;1300
Villalbilla;2020/08/04 09:58:00;;7,21;;14,41;102;734,98;1723
Torrejón de Ardoz;2020/08/04 09:58:00;79;60,13;139;105,8;1329;1011,6;1489
Becerril de la Sierra;2020/08/04 09:58:00;;35;7;122,51;43;752,54;186
Torres de la Alameda;2020/08/04 09:58:00;;12,86;;38,57;101;1298,37;1548
Somosierra;2020/08/04 09:58:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/08/04 09:58:00;;0;;0;24;1929,26;1028
Ribatejada;2020/08/04 09:58:00;;0;;0;;255,43;1224
Villaconejos;2020/08/04 09:58:00;;29,52;;29,52;10;295,16;1701
Belmonte de Tajo;2020/08/04 09:58:00;;0;;60,1;6;360,58;199
Valdetorres de Jarama;2020/08/04 09:58:00;;22,24;;22,24;19;422,5;1646
Berzosa del Lozoya;2020/08/04 09:58:00;;0;;0;;975,61;203
El Berrueco;2020/08/04 09:58:00;;0;;0;12;1578,95;210
Boadilla del Monte;2020/08/04 09:58:00;13;23,82;31;56,81;440;806,3;225
El Boalo;2020/08/04 09:58:00;;26,64;;39,96;50;665,96;231
Braojos;2020/08/04 09:58:00;;0;;0;;975,61;246
Brea de Tajo;2020/08/04 09:58:00;;0;;0;8;1526,72;259
Brunete;2020/08/04 09:58:00;;0;;27,94;124;1154,99;262
Buitrago del Lozoya;2020/08/04 09:58:00;;0;;0;19;1008,49;278
Bustarviejo;2020/08/04 09:58:00;;39,95;;39,95;12;479,42;284
Cabanillas de la Sierra;2020/08/04 09:58:00;;132,28;;132,28;11;1455,03;297
La Cabrera;2020/08/04 09:58:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/08/04 09:58:00;;32,91;;32,91;16;526,49;318
Camarma de Esteruelas;2020/08/04 09:58:00;;13,63;;40,89;51;695,2;323
Campo Real;2020/08/04 09:58:00;;32,21;;32,21;35;563,61;339
Canencia;2020/08/04 09:58:00;;0;;0;;671,14;344
Carabaña;2020/08/04 09:58:00;;49,75;;49,75;15;746,27;357
Casarrubuelos;2020/08/04 09:58:00;;52,94;;105,88;16;423,5;360
Cenicientos;2020/08/04 09:58:00;;49,19;;49,19;39;1918,35;376
Cercedilla;2020/08/04 09:58:00;;14,23;5;71,16;134;1907,2;382
Cervera de Buitrago;2020/08/04 09:58:00;;0;;0;;2000;395
Ciempozuelos;2020/08/04 09:58:00;8;32,53;15;61;296;1203,64;409
Cobeña;2020/08/04 09:58:00;;26,93;;40,39;94;1265,48;416
Colmenar del Arroyo;2020/08/04 09:58:00;;0;;0;54;3130,43;421
Colmenar de Oreja;2020/08/04 09:58:00;;0;;37,35;31;385,96;437
Colmenarejo;2020/08/04 09:58:00;;10,95;;10,95;54;591,46;442
Colmenar Viejo;2020/08/04 09:58:00;5;9,85;10;19,7;532;1048,23;455
Collado Mediano;2020/08/04 09:58:00;;14,37;;28,74;37;531,76;468
Collado Villalba;2020/08/04 09:58:00;16;25,13;32;50,25;616;967,35;474
Corpa;2020/08/04 09:58:00;;0;;0;6;841,51;480
Coslada;2020/08/04 09:58:00;13;15,92;19;23,27;922;1129,06;493
Cubas de la Sagra;2020/08/04 09:58:00;5;77,97;7;109,15;44;686,11;506
Chapinería;2020/08/04 09:58:00;;0;;0;9;386,6;513
Chinchón;2020/08/04 09:58:00;;0;;18,76;37;694,05;528
Daganzo de Arriba;2020/08/04 09:58:00;;9,8;;9,8;50;489,96;534
El Escorial;2020/08/04 09:58:00;;12,37;;12,37;151;934,29;549
Estremera;2020/08/04 09:58:00;;0;;0;11;873,02;552
Fresnedillas de la Oliva;2020/08/04 09:58:00;;0;;0;9;572,52;565
Fresno de Torote;2020/08/04 09:58:00;;0;;45,02;16;720,4;571
Fuenlabrada;2020/08/04 09:58:00;92;47,5;171;88,28;1957;1010,33;587
Fuente el Saz de Jarama;2020/08/04 09:58:00;20;298,69;44;657,11;88;1314,22;590
Fuentidueña de Tajo;2020/08/04 09:58:00;;0;;0;21;1022,89;604
Galapagar;2020/08/04 09:58:00;24;71,13;58;171,89;362;1072,85;611
Garganta de los Montes;2020/08/04 09:58:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/08/04 09:58:00;;0;;0;;949,37;632
Getafe;2020/08/04 09:58:00;42;22,9;75;40,9;1787;974,51;650
Griñón;2020/08/04 09:58:00;;29,07;;38,76;118;1143,52;663
Guadalix de la Sierra;2020/08/04 09:58:00;;0;;0;55;885,1;679
Guadarrama;2020/08/04 09:58:00;;6,24;;12,48;240;1497,01;685
La Hiruela;2020/08/04 09:58:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/08/04 09:58:00;;0;;0;;2758,62;702
Hoyo de Manzanares;2020/08/04 09:58:00;;11,86;7;83;52;616,55;724
Humanes de Madrid;2020/08/04 09:58:00;;15,2;7;35,46;168;850,93;730
Leganés;2020/08/04 09:58:00;33;17,38;76;40,03;3581;1886,12;745
Loeches;2020/08/04 09:58:00;;34,13;5;56,88;60;682,52;758
Lozoya;2020/08/04 09:58:00;;0;;0;;172,12;761
Majadahonda;2020/08/04 09:58:00;30;41,77;61;84,93;722;1005,21;800
Manzanares El Real;2020/08/04 09:58:00;;0;;45,25;53;599,55;822
Meco;2020/08/04 09:58:00;9;62,92;12;83,89;160;1118,49;838
Mejorada del Campo;2020/08/04 09:58:00;;0;;17,19;199;855,03;843
Miraflores de la Sierra;2020/08/04 09:58:00;;16,37;;49,12;42;687,62;856
El Molar;2020/08/04 09:58:00;;0;;11,19;46;514,66;869
Los Molinos;2020/08/04 09:58:00;;22,78;;45,57;61;1389,84;875
Montejo de la Sierra;2020/08/04 09:58:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/08/04 09:58:00;;0;;0;30;584,11;894
Moralzarzal;2020/08/04 09:58:00;;23,03;5;38,38;88;675,57;908
Morata de Tajuña;2020/08/04 09:58:00;;13,02;;26,03;117;1522,84;915
Móstoles;2020/08/04 09:58:00;147;70,27;302;144,37;2724;1302,2;920
Navacerrada;2020/08/04 09:58:00;;67,29;;100,94;26;874,83;936
Navalafuente;2020/08/04 09:58:00;;0;;0;8;552,1;941
Navalagamella;2020/08/04 09:58:00;;0;;38,31;9;344,83;954
Navalcarnero;2020/08/04 09:58:00;;10,24;9;30,72;234;798,69;967
Navarredonda y San Mamés;2020/08/04 09:58:00;;0;;0;;775,19;973
Navas del Rey;2020/08/04 09:58:00;;0;;68,54;85;2912,95;992
Madrid-Centro;2020/08/04 09:58:00;76;56,36;113;83,8;1466;1087,15;79601
Madrid-Arganzuela;2020/08/04 09:58:00;73;47,46;139;90,38;1969;1280,21;79602
Madrid-Retiro;2020/08/04 09:58:00;27;22,63;61;51,12;1820;1525,35;79603
Madrid-Salamanca;2020/08/04 09:58:00;41;28,06;67;45,86;1902;1301,81;79604
Madrid-Chamartín;2020/08/04 09:58:00;32;21,94;70;47,99;1954;1339,74;79605
Madrid-Tetuán;2020/08/04 09:58:00;37;23,41;90;56,95;2378;1504,84;79606
Madrid-Chamberí;2020/08/04 09:58:00;31;22,24;60;43,05;1890;1356,01;79607
Madrid-Fuencarral-El Pardo;2020/08/04 09:58:00;34;13,82;83;33,75;3530;1435,32;79608
Madrid-Moncloa-Aravaca;2020/08/04 09:58:00;26;21,77;56;46,89;1702;1425,23;79609
Madrid-Latina;2020/08/04 09:58:00;100;41,98;168;70,52;3344;1403,76;79610
Madrid-Carabanchel;2020/08/04 09:58:00;97;38,32;208;82,18;3293;1301,07;79611
Madrid-Usera;2020/08/04 09:58:00;99;70,85;190;135,97;1730;1238;79612
Madrid-Puente de Vallecas;2020/08/04 09:58:00;110;46,84;205;87,29;3668;1561,8;79613
Madrid-Moratalaz;2020/08/04 09:58:00;24;25,38;37;39,12;1595;1686,58;79614
Madrid-Ciudad Lineal;2020/08/04 09:58:00;57;26,35;117;54,1;2663;1231,25;79615
Madrid-Hortaleza;2020/08/04 09:58:00;46;24,44;80;42,51;2194;1165,86;79616
Madrid-Villaverde;2020/08/04 09:58:00;84;56,4;172;115,48;1812;1216,55;79617
Madrid-Villa de Vallecas;2020/08/04 09:58:00;26;23,56;44;39,87;1391;1260,36;79618
Madrid-Vicálvaro;2020/08/04 09:58:00;23;31,9;33;45,78;998;1384,36;79619
Madrid-San Blas - Canillejas;2020/08/04 09:58:00;53;33,51;102;64,5;1776;1123,04;79620
Madrid-Barajas;2020/08/04 09:58:00;14;28,6;27;55,16;518;1058,33;79621
Venturada;2020/07/28 09:34:00;;0;;0;;138,7;
Navacerrada;2020/07/28 09:34:00;;33,65;;33,65;20;672,95;
Montejo de la Sierra;2020/07/28 09:34:00;;0;;0;;283,29;
La Hiruela;2020/07/28 09:34:00;;0;;0;;3508,77;
Fresno de Torote;2020/07/28 09:34:00;;0;;90,05;16;720,4;
Valdepiélagos;2020/07/28 09:34:00;;0;;0;;0;
Valdaracete;2020/07/28 09:34:00;;0;;0;7;1149,43;
Villamanrique de Tajo;2020/07/28 09:34:00;;0;;0;;568,99;
Cenicientos;2020/07/28 09:34:00;;49,19;;49,19;39;1918,35;
Madrid-Usera;2020/07/28 09:34:00;36;25,76;68;48,66;1597;1142,83;
Navalagamella;2020/07/28 09:34:00;;0;;0;8;306,51;
Madrid-Retiro;2020/07/28 09:34:00;22;18,44;39;32,69;1779;1490,99;
Madrid-Salamanca;2020/07/28 09:34:00;22;15,06;35;23,96;1856;1270,33;
Madrid-Centro;2020/07/28 09:34:00;37;27,44;76;56,36;1417;1050,81;
Madrid-Arganzuela;2020/07/28 09:34:00;38;24,71;87;56,57;1894;1231,45;
Madrid-Chamartín;2020/07/28 09:34:00;15;10,28;32;21,94;1896;1299,97;
Madrid-Tetuán;2020/07/28 09:34:00;24;15,19;43;27,21;2316;1465,61;
Madrid-Chamberí;2020/07/28 09:34:00;16;11,48;31;22,24;1849;1326,6;
Villanueva de la Cañada;2020/07/28 09:34:00;;4,66;;9,33;178;830,03;
Madrid-Fuencarral-El Pardo;2020/07/28 09:34:00;14;5,69;25;10,17;3460;1406,85;
Madrid-Moncloa-Aravaca;2020/07/28 09:34:00;22;18,42;53;44,38;1672;1400,11;
Madrid-Latina;2020/07/28 09:34:00;47;19,73;93;39,04;3233;1357,16;
La Acebeda;2020/07/28 09:34:00;;0;;0;;0;
Madrid-Carabanchel;2020/07/28 09:34:00;34;13,43;75;29,63;3124;1234,3;
Madrid-Puente de Vallecas;2020/07/28 09:34:00;37;15,75;94;40,02;3523;1500,06;
Madrid-San Blas - Canillejas;2020/07/28 09:34:00;13;8,22;31;19,6;1700;1074,98;
Madrid-Barajas;2020/07/28 09:34:00;;6,13;8;16,34;498;1017,47;
Madrid-Moratalaz;2020/07/28 09:34:00;6;6,34;17;17,98;1564;1653,8;
Pinilla del Valle;2020/07/28 09:34:00;;0;;0;;0;
Madrid-Ciudad Lineal;2020/07/28 09:34:00;24;11,1;45;20,81;2573;1189,64;
Madrid-Hortaleza;2020/07/28 09:34:00;18;9,56;29;15,41;2132;1132,92;
Madrid-Villaverde;2020/07/28 09:34:00;36;24,17;63;42,3;1685;1131,28;
Madrid-Villa de Vallecas;2020/07/28 09:34:00;10;9,06;15;13,59;1354;1226,84;
Madrid-Vicálvaro;2020/07/28 09:34:00;13;18,03;25;34,68;977;1355,23;
Pozuelo de Alarcón;2020/07/28 09:34:00;6;6,94;10;11,57;893;1033,3;
Alcorcón;2020/07/28 09:34:00;12;7,04;20;11,73;2030;1190,52;
Navalcarnero;2020/07/28 09:34:00;;3,41;;3,41;226;771,38;
San Agustín del Guadalix;2020/07/28 09:34:00;7;52,32;16;119,59;104;777,34;
Las Rozas de Madrid;2020/07/28 09:34:00;8;8,35;11;11,48;922;962,28;
Moraleja de Enmedio;2020/07/28 09:34:00;;0;;0;30;584,11;
Pozuelo del Rey;2020/07/28 09:34:00;;0;;0;;348,74;
Puebla de la Sierra;2020/07/28 09:34:00;;0;;0;;0;
Perales de Tajuña;2020/07/28 09:34:00;;34,07;;34,07;13;442,93;
Valdemorillo;2020/07/28 09:34:00;;7,99;;7,99;55;439,37;
Navalafuente;2020/07/28 09:34:00;;0;;0;8;552,1;
Velilla de San Antonio;2020/07/28 09:34:00;;32,69;;40,86;83;678,33;
Lozoya;2020/07/28 09:34:00;;0;;0;;172,12;
Villanueva del Pardillo;2020/07/28 09:34:00;;11,64;;11,64;117;681,02;
Nuevo Baztán;2020/07/28 09:34:00;;31,87;;31,87;37;589,55;
Villamantilla;2020/07/28 09:34:00;;0;;0;8;555,17;
Villamanta;2020/07/28 09:34:00;;0;;0;17;665,36;
Cabanillas de la Sierra;2020/07/28 09:34:00;;0;;0;10;1322,75;
Puentes Viejas;2020/07/28 09:34:00;;0;;0;;294,55;
Aranjuez;2020/07/28 09:34:00;;8,39;8;13,42;516;865,67;
Cercedilla;2020/07/28 09:34:00;;0;;14,23;129;1836,04;
Santorcaz;2020/07/28 09:34:00;;0;;0;8;902,93;
Coslada;2020/07/28 09:34:00;9;11,02;13;15,92;912;1116,81;
Morata de Tajuña;2020/07/28 09:34:00;;26,03;;39,05;117;1522,84;
Robregordo;2020/07/28 09:34:00;;0;;0;;0;
Navarredonda y San Mamés;2020/07/28 09:34:00;;0;;0;;775,19;
Valdemaqueda;2020/07/28 09:34:00;;0;;0;;640,2;
Navas del Rey;2020/07/28 09:34:00;;0;;0;82;2810,14;
Olmeda de las Fuentes;2020/07/28 09:34:00;;0;;0;;1149,43;
Bustarviejo;2020/07/28 09:34:00;;0;;0;11;439,47;
Becerril de la Sierra;2020/07/28 09:34:00;;0;;0;35;612,53;
Fuenlabrada;2020/07/28 09:34:00;52;26,85;90;46,46;1841;950,44;
Garganta de los Montes;2020/07/28 09:34:00;;0;;0;;288,18;
Pinto;2020/07/28 09:34:00;;3,81;6;11,42;380;723,45;
Alameda del Valle;2020/07/28 09:34:00;;0;;0;;0;
Berzosa del Lozoya;2020/07/28 09:34:00;;0;;0;;975,61;
Los Santos de la Humosa;2020/07/28 09:34:00;;0;;0;21;810,81;
El Álamo;2020/07/28 09:34:00;;0;;10,56;110;1161,56;
Pelayos de la Presa;2020/07/28 09:34:00;;0;;0;21;808,94;
Galapagar;2020/07/28 09:34:00;;14,82;13;38,53;317;939,48;
Griñón;2020/07/28 09:34:00;;9,69;;9,69;115;1114,45;
Patones;2020/07/28 09:34:00;;0;;0;16;2957,49;
Gargantilla del Lozoya y Pinilla de Buitrago;2020/07/28 09:34:00;;0;;0;;949,37;
Aldea del Fresno;2020/07/28 09:34:00;;0;;0;63;2219,87;
Carabaña;2020/07/28 09:34:00;;0;;0;14;696,52;
Talamanca de Jarama;2020/07/28 09:34:00;;0;;0;68;1763,03;
Chapinería;2020/07/28 09:34:00;;0;;0;9;386,6;
Ciempozuelos;2020/07/28 09:34:00;;0;;0;281;1142,65;
Ajalvir;2020/07/28 09:34:00;;0;;0;37;785,23;
San Lorenzo de El Escorial;2020/07/28 09:34:00;;0;;0;153;832,93;
Gascones;2020/07/28 09:34:00;;0;;0;;0;
San Martín de la Vega;2020/07/28 09:34:00;;10,43;;15,65;114;594,68;
Móstoles;2020/07/28 09:34:00;89;42,55;173;82,7;2533;1210,9;
Leganés;2020/07/28 09:34:00;38;20,01;67;35,29;3535;1861,89;
Braojos;2020/07/28 09:34:00;;0;;0;;975,61;
Cubas de la Sagra;2020/07/28 09:34:00;;0;;0;37;576,95;
Algete;2020/07/28 09:34:00;;4,85;;14,56;145;703,51;
Mejorada del Campo;2020/07/28 09:34:00;;0;;0;195;837,84;
Loeches;2020/07/28 09:34:00;;0;;11,38;56;637,02;
Parla;2020/07/28 09:34:00;17;13,06;24;18,44;880;676,28;
Fuentidueña de Tajo;2020/07/28 09:34:00;;0;;97,42;21;1022,89;
Ambite;2020/07/28 09:34:00;;0;;0;7;1182,43;
Torremocha de Jarama;2020/07/28 09:34:00;;0;;0;14;1373,9;
Anchuelo;2020/07/28 09:34:00;;0;;0;9;708,1;
Los Molinos;2020/07/28 09:34:00;;22,78;;22,78;59;1344,27;
Soto del Real;2020/07/28 09:34:00;;0;;11,36;82;931,92;
Valverde de Alcalá;2020/07/28 09:34:00;;0;;0;8;1720,43;
Fuente el Saz de Jarama;2020/07/28 09:34:00;;44,8;12;179,21;54;806,45;
Horcajo de la Sierra-Aoslos;2020/07/28 09:34:00;;0;;0;;2758,62;
